Sequence Name	GI	Percent Identity	Length	e-value	Query Start	Query End	Subject Start	Subject End	Gaps	Score	Bits
Locus_9898_Transcript_5/11_Confidence_0.533_Length_2199	gi|355398356|NR2-2/2HbN	93.78	2201	127	6	4	2199	2777	582	0.0	3297
Locus_9898_Transcript_5/11_Confidence_0.533_Length_2199	gi|240129575|NR1	94.03	1022	53	4	1182	2199	1635	618	0.0	1543
Locus_9898_Transcript_5/11_Confidence_0.533_Length_2199	gi|240129575|NR1	91.81	867	69	2	4	869	2492	1627	0.0	1206
Locus_9898_Transcript_6/11_Confidence_0.533_Length_2202	gi|355398356|NR2-2/2HbN	94.91	2200	107	4	4	2202	2777	582	0.0	3437
Locus_9898_Transcript_6/11_Confidence_0.533_Length_2202	gi|240129575|NR1	96.47	1021	33	2	1182	2202	1635	618	0.0	1683
Locus_9898_Transcript_6/11_Confidence_0.533_Length_2202	gi|240129575|NR1	91.81	867	69	2	4	869	2492	1627	0.0	1206
Locus_9898_Transcript_7/11_Confidence_0.267_Length_1103	gi|355398356|NR2-2/2HbN	93.95	1107	59	4	1	1103	1684	582	0.0	1666
Locus_9898_Transcript_7/11_Confidence_0.267_Length_1103	gi|240129575|NR1	94.71	1021	46	4	87	1103	1634	618	0.0	1580
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|355398356|NR2-2/2HbN	94.95	2257	104	6	22	2273	2833	582	0.0	3528
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.62	1022	47	4	1256	2273	1635	618	0.0	1576
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.15	923	52	2	22	943	2548	1627	0.0	1404
Locus_9898_Transcript_9/11_Confidence_0.500_Length_2199	gi|355398356|NR2-2/2HbN	96.00	2200	80	4	4	2199	2777	582	0.0	3568
Locus_9898_Transcript_9/11_Confidence_0.500_Length_2199	gi|240129575|NR1	94.62	1022	47	4	1182	2199	1635	618	0.0	1576
Locus_9898_Transcript_9/11_Confidence_0.500_Length_2199	gi|240129575|NR1	96.77	866	28	0	4	869	2492	1627	0.0	1445
Locus_9898_Transcript_10/11_Confidence_0.467_Length_2199	gi|355398356|NR2-2/2HbN	94.78	2201	105	6	4	2199	2777	582	0.0	3419
Locus_9898_Transcript_10/11_Confidence_0.467_Length_2199	gi|240129575|NR1	96.18	1022	31	4	1182	2199	1635	618	0.0	1664
Locus_9898_Transcript_10/11_Confidence_0.467_Length_2199	gi|240129575|NR1	91.81	867	69	2	4	869	2492	1627	0.0	1206
Locus_9898_Transcript_11/11_Confidence_0.533_Length_2199	gi|355398356|NR2-2/2HbN	94.05	2201	121	6	4	2199	2777	582	0.0	3330
Locus_9898_Transcript_11/11_Confidence_0.533_Length_2199	gi|240129575|NR1	94.62	1022	47	4	1182	2199	1635	618	0.0	1576
Locus_9898_Transcript_11/11_Confidence_0.533_Length_2199	gi|240129575|NR1	91.81	867	69	2	4	869	2492	1627	0.0	1206
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	81.30	230	39	4	503	730	1238	1011	4e-49	 183
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1563	1533	2e-11	58.4
Locus_17055_Transcript_1/1_Confidence_1.000_Length_1137	gi|14456617|Na-ATPase	74.28	832	195	17	1	823	1023	202	6e-94	 333
Locus_26992_Transcript_1/1_Confidence_1.000_Length_243	gi|14456617|Na-ATPase	76.49	251	43	15	1	243	1791	1549	3e-31	 122
Locus_42451_Transcript_1/1_Confidence_1.000_Length_496	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	2220	2186	5e-12	60.2
Locus_83665_Transcript_1/1_Confidence_1.000_Length_209	gi|240129575|NR1	99.33	150	1	0	1	150	150	1	2e-76	 272
Locus_83665_Transcript_1/1_Confidence_1.000_Length_209	gi|355398356|NR2-2/2HbN	99.12	114	1	0	1	114	114	1	2e-56	 206
File: Oases_knorm_cleaned_rsem.txt 
Locus_13_Transcript_1/1_Confidence_1.000_Length_1607	gi|146739105|prk	99.31	1160	5	2	449	1607	1220	63	0.0	2095
Locus_49_Transcript_2/2_Confidence_0.750_Length_256	gi|32130540|psbO	97.66	256	5	1	1	256	769	515	3e-126	 438
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	98.54	756	11	0	26	781	3215	3970	0.0	1336
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	3277	3306	1e-10	56.5
Locus_203_Transcript_3/5_Confidence_0.389_Length_368	gi|14456617|Na-ATPase	96.20	368	14	0	1	368	3603	3970	1e-175	 603
Locus_203_Transcript_4/5_Confidence_0.556_Length_1234	gi|14456617|Na-ATPase	95.86	1014	42	0	1	1014	2980	3993	0.0	1640
Locus_203_Transcript_5/5_Confidence_0.722_Length_991	gi|14456617|Na-ATPase	98.59	991	14	0	1	991	2980	3970	0.0	1753
Locus_213_Transcript_2/2_Confidence_0.667_Length_396	gi|32130540|psbO	97.80	182	1	3	1	179	926	1107	9e-88	 311
Locus_322_Transcript_2/2_Confidence_0.833_Length_648	gi|32130540|psbO	97.09	550	9	5	1	549	544	1	0.0	 920
Locus_468_Transcript_1/5_Confidence_0.350_Length_1004	gi|14456617|Na-ATPase	96.51	1004	35	0	1	1004	2777	1774	0.0	1661
Locus_468_Transcript_2/5_Confidence_0.750_Length_1767	gi|14456617|Na-ATPase	98.36	1767	29	0	1	1767	2777	1011	0.0	3103
Locus_468_Transcript_3/5_Confidence_0.750_Length_1767	gi|14456617|Na-ATPase	96.33	1769	61	4	1	1767	2777	1011	0.0	2904
Locus_468_Transcript_4/5_Confidence_0.800_Length_2628	gi|14456617|Na-ATPase	94.58	2250	112	10	384	2628	3255	1011	0.0	3470
Locus_468_Transcript_4/5_Confidence_0.800_Length_2628	gi|14456617|Na-ATPase	83.22	149	15	8	1	141	3632	3486	7e-32	 128
Locus_468_Transcript_5/5_Confidence_0.750_Length_1767	gi|14456617|Na-ATPase	98.92	1767	19	0	1	1767	2777	1011	0.0	3158
Locus_1689_Transcript_1/2_Confidence_0.750_Length_238	gi|14456617|Na-ATPase	98.74	238	3	0	1	238	975	738	7e-122	 424
Locus_1748_Transcript_1/2_Confidence_0.800_Length_286	gi|14456617|Na-ATPase	99.65	286	1	0	1	286	3009	2724	8e-152	 523
Locus_2783_Transcript_3/3_Confidence_0.667_Length_507	gi|14456617|Na-ATPase	98.83	341	2	2	1	340	340	1	1e-176	 606
Locus_3171_Transcript_2/2_Confidence_0.500_Length_625	gi|14456617|Na-ATPase	97.92	48	1	0	89	136	3993	3946	3e-19	84.2
Locus_3567_Transcript_2/2_Confidence_0.667_Length_210	gi|14456617|Na-ATPase	99.51	205	1	0	6	210	518	314	6e-107	 374
Locus_4224_Transcript_3/4_Confidence_0.643_Length_641	gi|240129575|NR1	98.86	612	7	0	1	612	647	36	0.0	1092
Locus_4224_Transcript_3/4_Confidence_0.643_Length_641	gi|355398356|NR2-2/2HbN	98.85	611	7	0	1	611	611	1	0.0	1090
Locus_4952_Transcript_1/2_Confidence_0.857_Length_2841	gi|14456617|Na-ATPase	97.30	37	1	0	1183	1219	1089	1053	2e-12	63.9
Locus_4952_Transcript_2/2_Confidence_0.857_Length_2791	gi|14456617|Na-ATPase	97.30	37	1	0	1133	1169	1089	1053	2e-12	63.9
Locus_5716_Transcript_1/3_Confidence_0.750_Length_424	gi|14456617|Na-ATPase	99.33	299	2	0	126	424	494	792	3e-157	 542
Locus_5716_Transcript_3/3_Confidence_0.625_Length_326	gi|14456617|Na-ATPase	98.77	326	4	0	1	326	467	792	5e-169	 580
Locus_7435_Transcript_1/1_Confidence_1.000_Length_1343	gi|603053|psbA	99.84	1240	2	0	104	1343	1258	19	0.0	2279
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	81.30	230	39	4	503	730	1238	1011	4e-49	 183
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1563	1533	2e-11	58.4
Locus_17055_Transcript_1/1_Confidence_1.000_Length_1137	gi|14456617|Na-ATPase	74.28	832	195	17	1	823	1023	202	6e-94	 333
Locus_26992_Transcript_1/1_Confidence_1.000_Length_243	gi|14456617|Na-ATPase	76.49	251	43	15	1	243	1791	1549	3e-31	 122
File: Oases_knorm_cluster.txt 
Locus_13_Transcript_1/1_Confidence_1.000_Length_1607	gi|146739105|prk	99.31	1160	5	2	449	1607	1220	63	0.0	2095
Locus_213_Transcript_2/2_Confidence_0.667_Length_396	gi|32130540|psbO	97.80	182	1	3	1	179	926	1107	9e-88	 311
Locus_2783_Transcript_3/3_Confidence_0.667_Length_507	gi|14456617|Na-ATPase	98.83	341	2	2	1	340	340	1	1e-176	 606
Locus_3171_Transcript_2/2_Confidence_0.500_Length_625	gi|14456617|Na-ATPase	97.92	48	1	0	89	136	3993	3946	3e-19	84.2
Locus_3567_Transcript_1/2_Confidence_0.833_Length_479	gi|14456617|Na-ATPase	99.45	183	1	0	297	479	496	314	2e-94	 333
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|355398356|NR2-2/2HbN	95.10	429	21	0	1	429	611	183	0.0	 676
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|240129575|NR1	95.10	429	21	0	1	429	647	219	0.0	 676
Locus_4952_Transcript_1/2_Confidence_0.857_Length_2841	gi|14456617|Na-ATPase	97.30	37	1	0	1183	1219	1089	1053	2e-12	63.9
Locus_5716_Transcript_1/3_Confidence_0.750_Length_424	gi|14456617|Na-ATPase	99.33	299	2	0	126	424	494	792	3e-157	 542
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.81	168	2	0	463	630	625	792	3e-84	 300
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.74	159	2	0	1	159	467	625	3e-79	 283
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|355398356|NR2-2/2HbN	94.95	2257	104	6	22	2273	2833	582	0.0	3528
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.62	1022	47	4	1256	2273	1635	618	0.0	1576
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.15	923	52	2	22	943	2548	1627	0.0	1404
Locus_26992_Transcript_1/1_Confidence_1.000_Length_243	gi|14456617|Na-ATPase	76.49	251	43	15	1	243	1791	1549	3e-31	 122
Locus_108452_Transcript_1/1_Confidence_1.000_Length_177	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	174	145	2e-11	56.5
Locus_49_Transcript_1/2_Confidence_0.750_Length_255	gi|32130540|psbO	95.72	257	7	4	1	255	769	515	6e-118	 411
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	98.54	756	11	0	26	781	3215	3970	0.0	1336
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	3277	3306	1e-10	56.5
Locus_322_Transcript_2/2_Confidence_0.833_Length_648	gi|32130540|psbO	97.09	550	9	5	1	549	544	1	0.0	 920
Locus_468_Transcript_1/5_Confidence_0.350_Length_1004	gi|14456617|Na-ATPase	96.51	1004	35	0	1	1004	2777	1774	0.0	1661
Locus_2783_Transcript_1/3_Confidence_0.667_Length_477	gi|14456617|Na-ATPase	98.81	253	1	2	1	252	340	89	2e-129	 449
Locus_3171_Transcript_1/2_Confidence_0.750_Length_160	gi|14456617|Na-ATPase	98.61	72	1	0	89	160	3993	3922	4e-33	 128
Locus_17055_Transcript_1/1_Confidence_1.000_Length_1137	gi|14456617|Na-ATPase	74.28	832	195	17	1	823	1023	202	6e-94	 333
Locus_127315_Transcript_1/1_Confidence_1.000_Length_178	gi|355398356|NR2-2/2HbN	93.86	114	7	0	1	114	114	1	2e-46	 172
Locus_127315_Transcript_1/1_Confidence_1.000_Length_178	gi|240129575|NR1	93.86	114	7	0	1	114	150	37	2e-46	 172
Locus_1087_Transcript_1/5_Confidence_0.500_Length_142	gi|32130540|psbO	86.99	146	9	9	1	142	859	720	9e-44	 163
Locus_1689_Transcript_1/2_Confidence_0.750_Length_238	gi|14456617|Na-ATPase	98.74	238	3	0	1	238	975	738	7e-122	 424
Locus_7435_Transcript_1/1_Confidence_1.000_Length_1343	gi|603053|psbA	99.84	1240	2	0	104	1343	1258	19	0.0	2279
Locus_83665_Transcript_1/1_Confidence_1.000_Length_209	gi|240129575|NR1	99.33	150	1	0	1	150	150	1	2e-76	 272
Locus_83665_Transcript_1/1_Confidence_1.000_Length_209	gi|355398356|NR2-2/2HbN	99.12	114	1	0	1	114	114	1	2e-56	 206
Locus_1748_Transcript_1/2_Confidence_0.800_Length_286	gi|14456617|Na-ATPase	99.65	286	1	0	1	286	3009	2724	8e-152	 523
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	81.30	230	39	4	503	730	1238	1011	4e-49	 183
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1563	1533	2e-11	58.4
Locus_42451_Transcript_1/1_Confidence_1.000_Length_496	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	2220	2186	5e-12	60.2
Locus_70300_Transcript_1/1_Confidence_1.000_Length_172	gi|14456617|Na-ATPase	100.00	76	0	0	97	172	948	1023	5e-37	 141
File: Oases_knorm_cluster_cleaned.txt 
Locus_13_Transcript_1/1_Confidence_1.000_Length_1607	gi|146739105|prk	99.31	1160	5	2	449	1607	1220	63	0.0	2095
Locus_213_Transcript_2/2_Confidence_0.667_Length_396	gi|32130540|psbO	97.80	182	1	3	1	179	926	1107	9e-88	 311
Locus_2783_Transcript_3/3_Confidence_0.667_Length_507	gi|14456617|Na-ATPase	98.83	341	2	2	1	340	340	1	1e-176	 606
Locus_3171_Transcript_2/2_Confidence_0.500_Length_625	gi|14456617|Na-ATPase	97.92	48	1	0	89	136	3993	3946	3e-19	84.2
Locus_3567_Transcript_1/2_Confidence_0.833_Length_479	gi|14456617|Na-ATPase	99.45	183	1	0	297	479	496	314	2e-94	 333
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|355398356|NR2-2/2HbN	95.10	429	21	0	1	429	611	183	0.0	 676
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|240129575|NR1	95.10	429	21	0	1	429	647	219	0.0	 676
Locus_4952_Transcript_1/2_Confidence_0.857_Length_2841	gi|14456617|Na-ATPase	97.30	37	1	0	1183	1219	1089	1053	2e-12	63.9
Locus_5716_Transcript_1/3_Confidence_0.750_Length_424	gi|14456617|Na-ATPase	99.33	299	2	0	126	424	494	792	3e-157	 542
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.81	168	2	0	463	630	625	792	3e-84	 300
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.74	159	2	0	1	159	467	625	3e-79	 283
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|355398356|NR2-2/2HbN	94.95	2257	104	6	22	2273	2833	582	0.0	3528
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.62	1022	47	4	1256	2273	1635	618	0.0	1576
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.15	923	52	2	22	943	2548	1627	0.0	1404
Locus_26992_Transcript_1/1_Confidence_1.000_Length_243	gi|14456617|Na-ATPase	76.49	251	43	15	1	243	1791	1549	3e-31	 122
Locus_49_Transcript_1/2_Confidence_0.750_Length_255	gi|32130540|psbO	95.72	257	7	4	1	255	769	515	6e-118	 411
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	98.54	756	11	0	26	781	3215	3970	0.0	1336
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	3277	3306	1e-10	56.5
Locus_322_Transcript_2/2_Confidence_0.833_Length_648	gi|32130540|psbO	97.09	550	9	5	1	549	544	1	0.0	 920
Locus_468_Transcript_1/5_Confidence_0.350_Length_1004	gi|14456617|Na-ATPase	96.51	1004	35	0	1	1004	2777	1774	0.0	1661
Locus_2783_Transcript_1/3_Confidence_0.667_Length_477	gi|14456617|Na-ATPase	98.81	253	1	2	1	252	340	89	2e-129	 449
Locus_17055_Transcript_1/1_Confidence_1.000_Length_1137	gi|14456617|Na-ATPase	74.28	832	195	17	1	823	1023	202	6e-94	 333
Locus_1689_Transcript_1/2_Confidence_0.750_Length_238	gi|14456617|Na-ATPase	98.74	238	3	0	1	238	975	738	7e-122	 424
Locus_7435_Transcript_1/1_Confidence_1.000_Length_1343	gi|603053|psbA	99.84	1240	2	0	104	1343	1258	19	0.0	2279
Locus_83665_Transcript_1/1_Confidence_1.000_Length_209	gi|240129575|NR1	99.33	150	1	0	1	150	150	1	2e-76	 272
Locus_83665_Transcript_1/1_Confidence_1.000_Length_209	gi|355398356|NR2-2/2HbN	99.12	114	1	0	1	114	114	1	2e-56	 206
Locus_1748_Transcript_1/2_Confidence_0.800_Length_286	gi|14456617|Na-ATPase	99.65	286	1	0	1	286	3009	2724	8e-152	 523
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	81.30	230	39	4	503	730	1238	1011	4e-49	 183
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1563	1533	2e-11	58.4
Locus_42451_Transcript_1/1_Confidence_1.000_Length_496	gi|14456617|Na-ATPase	97.14	35	1	0	1	35	2220	2186	5e-12	60.2
File: Oases_knorm_cluster_cleaned_rsem.txt 
Locus_13_Transcript_1/1_Confidence_1.000_Length_1607	gi|146739105|prk	99.31	1160	5	2	449	1607	1220	63	0.0	2095
Locus_213_Transcript_2/2_Confidence_0.667_Length_396	gi|32130540|psbO	97.80	182	1	3	1	179	926	1107	9e-88	 311
Locus_2783_Transcript_3/3_Confidence_0.667_Length_507	gi|14456617|Na-ATPase	98.83	341	2	2	1	340	340	1	1e-176	 606
Locus_3171_Transcript_2/2_Confidence_0.500_Length_625	gi|14456617|Na-ATPase	97.92	48	1	0	89	136	3993	3946	3e-19	84.2
Locus_3567_Transcript_1/2_Confidence_0.833_Length_479	gi|14456617|Na-ATPase	99.45	183	1	0	297	479	496	314	2e-94	 333
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|355398356|NR2-2/2HbN	95.10	429	21	0	1	429	611	183	0.0	 676
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|240129575|NR1	95.10	429	21	0	1	429	647	219	0.0	 676
Locus_4952_Transcript_1/2_Confidence_0.857_Length_2841	gi|14456617|Na-ATPase	97.30	37	1	0	1183	1219	1089	1053	2e-12	63.9
Locus_5716_Transcript_1/3_Confidence_0.750_Length_424	gi|14456617|Na-ATPase	99.33	299	2	0	126	424	494	792	3e-157	 542
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.81	168	2	0	463	630	625	792	3e-84	 300
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.74	159	2	0	1	159	467	625	3e-79	 283
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|355398356|NR2-2/2HbN	94.95	2257	104	6	22	2273	2833	582	0.0	3528
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.62	1022	47	4	1256	2273	1635	618	0.0	1576
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.15	923	52	2	22	943	2548	1627	0.0	1404
Locus_26992_Transcript_1/1_Confidence_1.000_Length_243	gi|14456617|Na-ATPase	76.49	251	43	15	1	243	1791	1549	3e-31	 122
Locus_49_Transcript_1/2_Confidence_0.750_Length_255	gi|32130540|psbO	95.72	257	7	4	1	255	769	515	6e-118	 411
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	98.54	756	11	0	26	781	3215	3970	0.0	1336
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	3277	3306	1e-10	56.5
Locus_322_Transcript_2/2_Confidence_0.833_Length_648	gi|32130540|psbO	97.09	550	9	5	1	549	544	1	0.0	 920
Locus_468_Transcript_1/5_Confidence_0.350_Length_1004	gi|14456617|Na-ATPase	96.51	1004	35	0	1	1004	2777	1774	0.0	1661
Locus_17055_Transcript_1/1_Confidence_1.000_Length_1137	gi|14456617|Na-ATPase	74.28	832	195	17	1	823	1023	202	6e-94	 333
Locus_1689_Transcript_1/2_Confidence_0.750_Length_238	gi|14456617|Na-ATPase	98.74	238	3	0	1	238	975	738	7e-122	 424
Locus_7435_Transcript_1/1_Confidence_1.000_Length_1343	gi|603053|psbA	99.84	1240	2	0	104	1343	1258	19	0.0	2279
Locus_1748_Transcript_1/2_Confidence_0.800_Length_286	gi|14456617|Na-ATPase	99.65	286	1	0	1	286	3009	2724	8e-152	 523
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	81.30	230	39	4	503	730	1238	1011	4e-49	 183
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1563	1533	2e-11	58.4
File: Oases_knorm_cluster_rsem.txt 
Locus_13_Transcript_1/1_Confidence_1.000_Length_1607	gi|146739105|prk	99.31	1160	5	2	449	1607	1220	63	0.0	2095
Locus_213_Transcript_2/2_Confidence_0.667_Length_396	gi|32130540|psbO	97.80	182	1	3	1	179	926	1107	9e-88	 311
Locus_2783_Transcript_3/3_Confidence_0.667_Length_507	gi|14456617|Na-ATPase	98.83	341	2	2	1	340	340	1	1e-176	 606
Locus_3567_Transcript_1/2_Confidence_0.833_Length_479	gi|14456617|Na-ATPase	99.45	183	1	0	297	479	496	314	2e-94	 333
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|355398356|NR2-2/2HbN	95.10	429	21	0	1	429	611	183	0.0	 676
Locus_4224_Transcript_2/4_Confidence_0.571_Length_429	gi|240129575|NR1	95.10	429	21	0	1	429	647	219	0.0	 676
Locus_4952_Transcript_1/2_Confidence_0.857_Length_2841	gi|14456617|Na-ATPase	97.30	37	1	0	1183	1219	1089	1053	2e-12	63.9
Locus_5716_Transcript_1/3_Confidence_0.750_Length_424	gi|14456617|Na-ATPase	99.33	299	2	0	126	424	494	792	3e-157	 542
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.81	168	2	0	463	630	625	792	3e-84	 300
Locus_5716_Transcript_2/3_Confidence_0.625_Length_630	gi|14456617|Na-ATPase	98.74	159	2	0	1	159	467	625	3e-79	 283
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|355398356|NR2-2/2HbN	94.95	2257	104	6	22	2273	2833	582	0.0	3528
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.62	1022	47	4	1256	2273	1635	618	0.0	1576
Locus_9898_Transcript_8/11_Confidence_0.500_Length_2273	gi|240129575|NR1	94.15	923	52	2	22	943	2548	1627	0.0	1404
Locus_26992_Transcript_1/1_Confidence_1.000_Length_243	gi|14456617|Na-ATPase	76.49	251	43	15	1	243	1791	1549	3e-31	 122
Locus_49_Transcript_1/2_Confidence_0.750_Length_255	gi|32130540|psbO	95.72	257	7	4	1	255	769	515	6e-118	 411
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	98.54	756	11	0	26	781	3215	3970	0.0	1336
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	3277	3306	1e-10	56.5
Locus_322_Transcript_2/2_Confidence_0.833_Length_648	gi|32130540|psbO	97.09	550	9	5	1	549	544	1	0.0	 920
Locus_468_Transcript_1/5_Confidence_0.350_Length_1004	gi|14456617|Na-ATPase	96.51	1004	35	0	1	1004	2777	1774	0.0	1661
Locus_3171_Transcript_1/2_Confidence_0.750_Length_160	gi|14456617|Na-ATPase	98.61	72	1	0	89	160	3993	3922	4e-33	 128
Locus_17055_Transcript_1/1_Confidence_1.000_Length_1137	gi|14456617|Na-ATPase	74.28	832	195	17	1	823	1023	202	6e-94	 333
Locus_1087_Transcript_1/5_Confidence_0.500_Length_142	gi|32130540|psbO	86.99	146	9	9	1	142	859	720	9e-44	 163
Locus_1689_Transcript_1/2_Confidence_0.750_Length_238	gi|14456617|Na-ATPase	98.74	238	3	0	1	238	975	738	7e-122	 424
Locus_7435_Transcript_1/1_Confidence_1.000_Length_1343	gi|603053|psbA	99.84	1240	2	0	104	1343	1258	19	0.0	2279
Locus_1748_Transcript_1/2_Confidence_0.800_Length_286	gi|14456617|Na-ATPase	99.65	286	1	0	1	286	3009	2724	8e-152	 523
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	81.30	230	39	4	503	730	1238	1011	4e-49	 183
Locus_16470_Transcript_1/1_Confidence_1.000_Length_730	gi|14456617|Na-ATPase	100.00	31	0	0	1	31	1563	1533	2e-11	58.4
Locus_70300_Transcript_1/1_Confidence_1.000_Length_172	gi|14456617|Na-ATPase	100.00	76	0	0	97	172	948	1023	5e-37	 141
File: Oases_knorm_rsem.txt 
Locus_13_Transcript_1/1_Confidence_1.000_Length_1607	gi|146739105|prk	99.31	1160	5	2	449	1607	1220	63	0.0	2095
Locus_49_Transcript_2/2_Confidence_0.750_Length_256	gi|32130540|psbO	97.66	256	5	1	1	256	769	515	3e-126	 438
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	98.54	756	11	0	26	781	3215	3970	0.0	1336
Locus_203_Transcript_1/5_Confidence_0.611_Length_781	gi|14456617|Na-ATPase	100.00	30	0	0	1	30	3277	3306	1e-10	56.5
Locus_203_Transcript_3/5_Confidence_0.389_Length_368	gi|14456617|Na-ATPase	96.20	368	14	0	1	368	3603	3970	1e-175	 603
Locus_203_Transcript_4/5_Confidence_0.556_Length_1234	gi|14456617|Na-ATPase	95.86	1014	42	0	1	1014	2980	3993	0.0	1640
Locus_203_Transcript_5/5_Confidence_0.722_Length_991	gi|14456617|Na-ATPase	98.59	991	14	0	1	991	2980	3970	0.0	1753
Locus_213_Transcript_2/2_Confidence_0.667_Length_396	gi|32130540|psbO	97.80	182	1	3	1	179	926	1107	9e-88	 311
Locus_322_Transcript_1/2_Confidence_0.667_Length_157	gi|32130540|psbO	96.18	157	6	0	1	157	544	388	5e-72	 257
Locus_322_Transcript_2/2_Confidence_0.833_Length_648	gi|32130540|psbO	97.09	550	9	5	1	549	544	1	0.0	 920
Locus_468_Transcript_1/5_Confidence_0.350_Length_1004	gi|14456617|Na-ATPase	96.51	1004	35	0	1	1004	2777	1774	0.0	1661
Locus_468_Transcript_2/5_Confidence_0.750_Length_1767	gi|14456617|Na-ATPase	98.36	1767	29	0	1	1767	2777	1011	0.0	3103
Locus_468_Transcript_3/5_Confidence_0.750_Length_1767	gi|14456617|Na-ATPase	96.33	1769	61	4	1	1767	2777	1011	0.0	2904
Locus_468_Transcript_4/5_Confidence_0.800_Length_2628	gi|14456617|Na-ATPase	94.58	2250	112	10	384	2628	3255	1011	0.0	3470
Locus_468_Transcript_4/5_Confidence_0.800_Length_2628	gi|14456617|Na-ATPase	83.22	149	15	8	1	141	3632	3486	7e-32	 128
